System	Subsystem	Description	RE_786_0	RE_A498	LC_A549_ATCC	RE_ACHN	OV_NCIADR_RES	BR_BT_549	RE_CAKI_1	LE_CCRF_CEM	CO_COLO205	PR_DU_145	LC_EKVX	CO_HCC_2998	CO_HCT_15	CO_HCT_116	LE_HL_60	LC_HOP_62	LC_HOP_92	BR_HS578T	CO_HT29	OV_IGROV1	LE_K_562	CO_KM12	ME_LOXIMVI	ME_M14	ME_MALME_3M	BR_MCF7	BR_MDA_MB_231	ME_MDA_MB_435	LE_MOLT_4	LC_NCI_H23	LC_NCI_H226	OV_OVCAR_3	LC_NCI_H322M	LC_NCI_H460	LC_NCI_H522	OV_OVCAR_4	OV_OVCAR_5	OV_OVCAR_8	PR_PC_3	LE_RPMI_8226	RE_RXF393	CNS_SF_268	CNS_SF_295	CNS_SF_539	ME_SK_MEL_2	ME_SK_MEL_5	ME_SK_MEL_28	OV_SK_OV_3	RE_SN12C	CNS_SNB_19	CNS_SNB_75	LE_SR	CO_SW_620	BR_T_47D	RE_TK_10	CNS_U251	ME_UACC_62	ME_UACC_257	RE_UO_31
AMINO ACIDS METABOLISM	VALINE METABOLISM	Valine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	VALINE METABOLISM	Valine to succinyl-coA	29.24032355	27.23081364	28.73339398	29.71786135	29.26784557	27.70907735	29.04305443	28.90107941	31.03602274	29.7841251	29.36219879	30.11663142	30.06884161	30.01902469	30.44549764	29.21025625	27.85228835	27.00495278	30.00869826	28.94602881	30.91212385	29.48930045	29.09844686	29.34415161	29.35631813	30.16369224	28.57942381	29.56621413	29.46758064	29.49213083	29.15602423	28.42211824	29.83741425	29.34093612	29.47851002	29.26901115	29.41889843	29.26032368	29.71218452	30.04036181	26.85970032	28.62937933	29.2151457	28.44052246	27.52931471	30.63528179	29.27216954	28.00806219	29.42967977	28.92316835	28.15233516	28.22853328	29.88564479	30.31914351	27.68650465	29.63955377	29.96192314	30.30513606	28.99506484
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Hydroxymethylglutaryl-CoA synthesis	4.42794348	3.798149133	4.725387103	3.175466913	3.547673875	3.063363809	3.228542013	4.71495729	5.600481222	4.047899358	3.792712341	4.721251852	5.411208044	5.292358454	4.679008181	4.788251428	2.864266489	3.401340155	4.706704145	4.026849964	5.797491039	5.186190722	4.273293002	3.607179145	2.623070221	4.55186159	5.296171515	4.806320679	4.140598341	4.844722392	3.370286577	4.436207293	4.198263814	5.298944464	4.163781509	3.312309042	4.21597784	4.944404695	3.706127343	3.99580918	2.868318043	4.881681839	4.646257742	3.010330687	3.012198563	4.722846525	2.445235173	3.126421718	4.624935313	4.807170356	2.328829242	5.001898162	5.037210747	4.401512661	1.944814728	4.728364969	3.367056917	4.250039228	3.879673094
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Cholesterol synthesis	2.333333333	1.356090352	2.333333333	1.512999741	2.333333333	2.159982635	1.884330953	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	1.471198606	2.333333333	2.333333333	2.333333333	1.695452113	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.333333333	2.054717698	1.808972172	2.325730843	2.333333333	2.333333333	0.978008826
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Acetoacetate synthesis	6.64191522	5.6972237	7.088080655	4.763200369	5.321510812	4.595045713	4.842813019	7.072435936	8.400721833	6.071849036	5.689068511	7.081877778	8.116812066	7.938537681	7.018512272	7.182377143	4.296399734	5.102010232	7.060056218	6.040274946	8.696236558	7.779286083	6.409939503	5.410768718	3.934605332	6.827792386	7.944257273	7.209481018	6.210897512	7.267083588	5.055429866	6.654310939	6.297395721	7.948416695	6.245672264	4.968463564	6.32396676	7.416607042	5.559191015	5.993713771	4.302477065	7.322522758	6.969386614	4.51549603	4.518297845	7.084269787	3.66785276	4.689632577	6.937402969	7.210755534	3.493243863	7.502847243	7.555816121	6.602268992	2.917222092	7.092547454	5.050585376	6.375058842	5.819509641
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Mevalonate synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Farnesyl-pyrophosphate synthesis	1.405892439	1.196098953	1.423857295	1.058488971	1.182557958	1.02112127	1.076180671	1.382666098	1.644770986	1.298255199	1.264237447	1.511421752	1.541462889	1.561375504	1.460816055	1.477069285	0.954755496	1.133780052	1.401926552	1.275579976	1.713384721	1.553248258	1.341664902	1.202393048	0.87435674	1.45053185	1.550382659	1.530797063	1.276768582	1.475451188	1.123428859	1.344654804	1.29812024	1.58614431	1.277294385	1.104103014	1.24602045	1.495006462	1.235375781	1.331936393	0.956106014	1.463295555	1.396222887	1.003443562	1.004066188	1.572153965	0.815078391	1.029319736	1.424079246	1.518309577	0.776276414	1.310999147	1.565652357	1.461029087	0.648271576	1.469776511	1.122352306	1.416555881	1.288852674
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Glycerol-3-phosphate synthesis	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Phosphatidyl-choline synthesis	2.953043741	2.633379368	2.898371127	2.903782703	2.868604798	2.670946713	2.820463584	3.104343435	3.124951612	2.907311421	2.76256019	3.154313827	3.149072285	3.153609346	3.297076051	2.87613641	2.910438165	2.636279817	2.916018848	2.909027198	3.302397768	3.19766911	3.056901181	2.856465348	2.743048458	2.912492778	2.986754636	3.012637502	3.147304601	3.033031741	2.861464919	2.807641476	2.865633627	3.064387691	3.003378734	2.862045242	2.913510846	3.025523711	3.031155056	2.989550592	2.51906592	2.955365944	2.910420987	2.731579108	2.728692803	3.026683105	2.525522079	2.188390383	2.820147129	2.774724858	2.528428402	3.203871033	3.100487277	2.761444119	2.699817106	2.960043916	2.803459256	2.955908181	2.809500021
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Phosphatidyl-ethanolamine synthesis	3.094392163	2.918304721	3.074454248	3.183945509	3.037476742	3.072713894	3.027685707	3.387381081	3.31705466	3.06421187	3.020378548	3.270448158	3.298239576	3.317538118	3.419357298	3.071702426	3.083366752	2.945186284	3.127033303	3.069260618	3.469145015	3.308627191	3.292474832	3.145637808	3.156662719	3.141153048	3.258608147	3.210043041	3.35594378	3.260793283	3.096734249	3.00543362	3.112941682	3.177620311	3.247232107	3.045178448	3.140242688	3.261996892	3.088589395	3.145467892	2.978637166	3.201243989	3.084584356	2.950200128	3.058888056	3.23927622	3.18433783	2.503793619	3.125658692	3.079461502	2.964196698	3.277978089	3.324300454	2.903024494	2.91333301	3.179374948	2.930317902	3.260079412	3.090795307
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Phosphatidyl-serine synthesis	2.765523151	2.469450286	2.717491089	2.716513649	2.689406223	2.504191535	2.639191085	2.898495322	2.928441676	2.725526417	2.587823231	2.954342206	2.94896969	2.954844518	3.083740351	2.68995607	2.72042062	2.472742938	2.7313438	2.721756472	3.096078555	2.991762721	2.85650366	2.672936408	2.570039337	2.729583026	2.791494328	2.818718137	2.937588225	2.834296041	2.6776846	2.629290252	2.680587872	2.87264669	2.807273774	2.680462712	2.725222451	2.827454105	2.840611931	2.805159709	2.349962642	2.763520556	2.723340744	2.558953977	2.55695728	2.84132399	2.374282889	2.088201434	2.640487717	2.599001237	2.373025946	2.995816203	2.905320615	2.603359838	2.529343366	2.771464265	2.633011605	2.768919564	2.630595487
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Phosphatidyl-inositol synthesis	3.178206152	3.056902636	3.149808623	3.17370966	3.191228175	3.086451701	3.094811924	3.361909285	3.356770848	3.204321026	3.140115211	3.300444077	3.383104376	3.336982066	3.415639792	3.071643896	3.15540158	3.054770929	3.153407485	3.113711417	3.502777778	3.409221497	3.278284407	3.237028012	3.1040786	3.230668197	3.249253834	3.284052795	3.33760365	3.284091555	3.20304013	3.109516792	3.112232699	3.282178426	3.261764761	3.174813776	3.1414772	3.278033416	3.224877593	3.234390201	2.925701199	3.249434231	3.217927195	3.109228313	3.062662846	3.359424023	2.870868052	2.352540323	3.118029815	3.172450669	2.941807021	3.289043831	3.367144371	3.136025957	3.033775653	3.283836641	3.126827191	3.279624209	3.140110658
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Cardiolipin synthesis	1.396382312	1.24218353	1.370782854	1.369617581	1.356301309	1.258720724	1.332055836	1.465048929	1.475644054	1.374662875	1.301671351	1.491053806	1.488813526	1.490720796	1.558416002	1.358190931	1.374380111	1.243375694	1.375934274	1.374622218	1.559810177	1.511885779	1.441725287	1.347912699	1.29344761	1.374896756	1.409456016	1.423612539	1.485094126	1.430950041	1.35001929	1.32649481	1.353159939	1.448545446	1.416805603	1.35105351	1.374572017	1.427325835	1.435043843	1.412791207	1.184669635	1.39431893	1.374349411	1.289429062	1.287128627	1.428951045	1.179032215	1.051008137	1.327144185	1.307447729	1.191352437	1.514640695	1.464460015	1.304626807	1.275440161	1.399124452	1.325894343	1.386448208	1.325500509
LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	Triacylglycerol synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPIDS METABOLISM	SPHINGOLIPID METABOLISM	Sphingomyelin synthesis	2.341249248	2.006323328	2.493226154	2.285756639	2.101459986	2.360222704	1.639555264	3.196004854	3.121954581	2.482992355	2.449774317	3.10668774	2.668885038	2.805022376	2.537845634	2.372600767	1.72655588	1.194754995	2.790171179	2.387663515	2.402574135	3.1114337	2.41844682	2.522141807	2.15081034	2.918769066	1.149983384	2.587919896	2.90356466	2.316921318	2.488386851	2.529157209	2.592973233	2.19744014	2.462282524	0.652005884	2.483871359	2.316852904	2.415193308	2.668379354	1.93801516	2.042832448	2.297819572	2.029536736	2.78566377	2.693084995	2.378048085	2.140879176	2.365810982	2.276564583	2.081811549	0.669909183	2.873837823	2.432853264	2.309325346	2.298845544	2.26848105	2.452477318	2.457354759
LIPIDS METABOLISM	SPHINGOLIPID METABOLISM	Ceramide synthesis	2.41654235	1.988226203	2.564430388	2.310728445	2.141660008	2.305739644	1.639555264	3.300666632	3.220099908	2.55113896	2.438214182	3.376081787	2.771508208	2.922227663	2.657328837	2.458632928	1.72655588	1.194754995	2.862433749	2.462803703	2.494312404	3.244973579	2.481983769	2.529992193	2.054654197	2.968279933	1.149983384	2.655262143	3.025609303	2.374160238	2.522646832	2.570442927	2.624133225	2.27392068	2.514524075	0.652005884	2.562727978	2.372597799	2.52292765	2.744669742	1.877352101	2.042832448	2.341008117	2.03456489	2.792447446	2.742417951	2.143099545	2.044691624	2.358744918	2.245900042	1.992347361	0.669909183	2.957632785	2.473186929	2.350153112	2.334502724	2.313891081	2.429253973	2.465935965
LIPIDS METABOLISM	FATTY ACID METABOLISM	Palmitate synthesis	1.549191129	1.371622013	1.562758697	1.190800092	1.330377703	1.148761428	1.210703255	1.528434216	1.741148876	1.46165232	1.422267128	1.636164527	1.657017232	1.674048249	1.592579291	1.606587155	1.074099933	1.275502558	1.544598669	1.441602667	1.797027871	1.667597137	1.4768717	1.352692179	0.983651333	1.587504159	1.665633997	1.650243945	1.443190607	1.604598106	1.263857466	1.498004969	1.460843234	1.694483359	1.443553101	1.242115891	1.402386323	1.620449699	1.389797754	1.498428443	1.075619266	1.591798819	1.540014933	1.128874008	1.129574461	1.698471136	0.91696319	1.172408144	1.565033391	1.64058203	0.873310966	1.466666907	1.677632519	1.5749668	0.729305523	1.60059729	1.262646344	1.566565413	1.45487741
LIPIDS METABOLISM	FATTY ACID METABOLISM	Palmitate degradation	35.27207533	33.81095857	31.54847078	36.66745245	37.94274136	35.70827699	28.33333507	39.03008991	40.72570863	37.67463654	34.0008893	40.39287403	39.99419907	40.26720986	40.49906276	30.66264207	36.28032961	33.62400128	33.44178085	27.61853022	41.17304662	40.31203971	38.84499708	37.48046	36.3419821	35.70222332	38.88862565	38.78575696	38.84297664	39.00201102	38.00473712	27.67145951	27.40740996	39.2974018	38.36111849	33.23061794	36.04252089	38.96358253	38.41820403	36.16405247	34.2618102	38.37734638	38.14321448	34.96509375	34.84936958	39.7622799	35.60939451	14.69531222	33.49775293	38.23713303	33.75327321	37.0796266	39.58980487	30.23835768	35.16465139	39.04137183	25.68416743	37.83106674	37.21468231
LIPIDS METABOLISM	FATTY ACID METABOLISM	Palmitolate synthesis	1.625090732	1.418163672	1.648524623	1.190800092	1.330377703	1.148761428	1.210703255	1.592043257	1.836744658	1.517962259	1.422267128	1.720159527	1.74797177	1.765965833	1.679554163	1.694780599	1.074099933	1.275502558	1.629362279	1.490177298	1.895691625	1.759168709	1.552136203	1.352692179	0.983651333	1.666663108	1.756973104	1.740848696	1.499385074	1.692694929	1.263857466	1.579422483	1.532737022	1.787517024	1.506684966	1.242115891	1.458110283	1.709418631	1.389797754	1.498428443	1.075619266	1.679153632	1.613794614	1.128874008	1.129574461	1.771067447	0.91696319	1.172408144	1.650940199	1.73149894	0.873310966	1.527711434	1.770379179	1.650567248	0.729305523	1.688476249	1.262646344	1.59376471	1.45487741
LIPIDS METABOLISM	FATTY ACID METABOLISM	Palmitolate degradation	35.27207533	33.81095857	31.54847078	36.66745245	37.94274136	35.70827699	28.33333507	39.03008991	40.72570863	37.67463654	34.0008893	40.39287403	39.99419907	40.26720986	40.49906276	30.66264207	36.28032961	33.62400128	33.44178085	27.61853022	41.17304662	40.31203971	38.84499708	37.48046	36.3419821	35.70222332	38.88862565	38.78575696	38.84297664	39.00201102	38.00473712	27.67145951	27.40740996	39.2974018	38.36111849	33.23061794	36.04252089	38.96358253	38.41820403	36.16405247	34.2618102	38.37734638	38.14321448	34.96509375	34.84936958	39.7622799	35.60939451	14.69531222	33.49775293	38.23713303	33.75327321	37.0796266	39.58980487	30.23835768	35.16465139	39.04137183	25.68416743	37.83106674	37.21468231
LIPIDS METABOLISM	FATTY ACID METABOLISM	cis-vaccenic acid synthesis	1.434957775	1.253884665	1.45353784	1.058488971	1.182557958	1.02112127	1.076180671	1.405839367	1.619484212	1.348949541	1.264237447	1.518885094	1.5412247	1.557087227	1.481296446	1.494324813	0.954755496	1.133780052	1.436644134	1.317556287	1.671458602	1.551084381	1.370520387	1.202393048	0.87435674	1.471651675	1.549161372	1.534931361	1.325697442	1.492476305	1.123428859	1.393334583	1.353763841	1.576079498	1.33215172	1.104103014	1.287571068	1.507219021	1.235375781	1.331936393	0.956106014	1.480544062	1.425046706	1.003443562	1.004066188	1.574037641	0.815078391	1.042140573	1.455667703	1.52781523	0.776276414	1.349031734	1.560968813	1.463733348	0.648271576	1.48875382	1.122352306	1.416679743	1.293224365
LIPIDS METABOLISM	FATTY ACID METABOLISM	cis-vaccenic acid degradation	37.79983685	36.36410017	33.51014551	40.00039796	44.77349862	42.70616375	29.49256689	48.04325833	49.23241006	42.7580669	35.47406661	47.88940894	48.74419907	47.49944663	49.24906276	32.53741578	40.08732019	36.61139843	35.54692003	29.31187156	49.84207903	49.01956754	45.31648395	46.23046	45.0000821	38.24207401	47.47029794	47.49128478	48.21817973	45.71601751	42.53065913	29.41416666	29.07791323	47.14045471	42.57098073	34.68022362	39.06811852	45.53709364	42.89048548	38.37871418	37.01061798	45.73063713	43.84812162	38.49963372	37.82048242	48.5122799	42.61280639	15.02131517	35.63133691	42.16999346	36.78317025	44.8810932	48.33980487	31.44691249	36.99153934	47.68203248	26.65185472	46.58106674	41.96051557
LIPIDS METABOLISM	FATTY ACID METABOLISM	Elaidate synthesis	6.85E-18	6.69E-29	0	0	2.61E-15	-6.41E-18	-2.80E-15	-6.34E-30	-5.40E-19	-4.55E-30	7.44E-31	-1.31E-17	-8.72E-31	-2.55E-31	3.35E-15	-1.84E-15	-6.97E-31	-9.30E-18	0	-6.56E-18	-6.61E-18	-2.14E-16	-5.03E-15	-1.31E-17	-1.31E-17	2.95E-19	-1.68E-15	-1.15E-15	-3.54E-15	1.34E-16	7.50E-30	-5.16E-18	-6.70E-17	-3.09E-16	1.17E-29	-5.68E-18	-5.19E-28	1.58E-15	-7.15E-30	-1.28E-16	-1.84E-15	-7.52E-16	-5.86E-18	-5.41E-29	1.03E-15	-1.64E-15	3.00E-15	-2.50E-30	-8.66E-18	1.15E-29	-7.40E-18	-3.37E-17	3.35E-15	-9.78E-18	-2.62E-17	5.46E-18	-8.48E-16	-1.68E-15	1.77E-20
LIPIDS METABOLISM	FATTY ACID METABOLISM	Elaidate degradation	26.82091653	25.29942307	24.60181271	25.60675221	29.73044936	28.21748928	20.11871237	38.31402298	36.67084089	29.5061479	24.08186445	33.79667389	37.55901393	33.74820456	37.77322654	24.17887718	25.21342808	24.29223818	25.64924138	21.27344291	42.92869221	38.97469453	31.5376852	35.82964839	32.58044977	27.19413241	37.35957663	35.45453809	35.50103583	32.28673629	27.38267716	21.93029992	21.42297596	33.8833936	29.33039204	22.98337821	27.04009446	32.21829846	28.53544306	25.906344	24.2177237	32.40975789	30.72437063	25.3948044	24.27537808	37.55427372	34.09634997	12.31329163	25.76802808	30.0646656	23.00441007	31.24943794	37.28357618	22.80932449	22.27643574	34.77289256	18.81035638	39.22889288	28.63910272
LIPIDS METABOLISM	FATTY ACID METABOLISM	Linolenate degradation	49.20926644	46.47752987	44.17024549	50.54222653	51.64696432	49.25841625	41.94673875	56.76124362	56.33692181	51.33807442	47.51840276	54.48560419	56.28951554	54.81572456	57.59228057	43.02824169	51.0244527	47.02873965	47.08977418	39.26127123	60.30114538	57.09111343	53.78497805	52.85992751	51.45533572	49.45323778	54.55236914	53.58991089	56.10291448	53.52374403	51.22656506	39.05752357	38.79886114	53.93921565	53.11498875	48.80946238	49.77047595	53.29073282	52.39824573	50.55096344	46.66425476	52.60199398	51.4580466	48.67911932	48.03138604	54.65973641	50.06937145	19.25935341	46.35168351	50.1081625	46.39026985	53.91832307	56.55351832	42.02424408	48.66202486	53.66006468	37.70582742	54.65598551	50.28849866
LIPIDS METABOLISM	FATTY ACID METABOLISM	Linoleate degradation	50.98313872	47.89739852	48.80587546	51.85456306	52.69769523	50.08348623	46.29017679	56.90173999	57.24565167	52.62860717	49.28450364	55.57944244	56.88118022	56.03951121	58.10278855	48.14695499	52.21900103	48.32522202	51.135735	45.49394748	60.26318377	57.48096618	54.9144888	53.07040246	51.67499476	51.25548055	54.69662131	54.36943439	56.69628901	54.72526131	52.42779069	45.12551826	44.9273268	55.04869687	54.38371558	51.31522683	51.18725031	54.5122367	53.63146321	52.23179406	47.79879266	53.64712511	52.59080996	49.79250402	49.28595169	55.27576613	50.06335909	22.1362357	48.57794103	51.34895999	47.44013419	54.309854	57.19958182	47.34491146	49.77370469	54.4505612	43.86008577	54.65598551	51.16264737
LIPIDS METABOLISM	FATTY ACID METABOLISM	gamma-Linolenate synthesis	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
LIPIDS METABOLISM	FATTY ACID METABOLISM	gamma-Linolenate degradation	50.98313872	47.89739852	48.80587546	51.9606863	52.69769523	50.08348623	46.29017679	56.90173999	57.24565167	52.62860717	49.28450364	55.57944244	56.88118022	56.03951121	58.10278855	48.14695499	52.21900103	48.32522202	51.16520537	45.57046012	60.26318377	57.48096618	54.9144888	53.07040246	51.67499476	51.31634756	54.76747823	54.36943439	56.69628901	54.72526131	52.42779069	45.12551826	45.01905007	55.04869687	54.38371558	51.43143554	51.18725031	54.5122367	53.63146321	52.23179406	47.80482444	53.64712511	52.59080996	49.79250402	49.28595169	55.27576613	50.07182229	22.07236819	48.57794103	51.34895999	47.61886263	54.31338282	57.19958182	47.34491146	49.77370469	54.4505612	43.86008577	54.65598551	51.46680028
LIPIDS METABOLISM	FATTY ACID METABOLISM	Arachidonate synthesis	13.20094085	12.67433951	13.03004892	13.03286759	12.97358572	12.50983003	12.94513659	13.14557277	13.18945666	12.96409439	12.8478744	13.33483845	13.34003472	13.37522475	13.36463456	12.9814713	13.07138012	12.66554412	13.05265817	12.91591546	13.36058133	13.42684151	13.04099853	12.81232476	12.55679811	13.24025668	13.02693242	13.14876474	13.25497501	12.97632431	12.8727524	12.55290981	12.70547672	13.28741249	13.23552859	13.10091034	13.04101795	12.97489033	13.29651691	13.33197748	12.29840698	13.08393939	13.09695003	12.84427792	12.8604726	13.16241069	11.4243935	11.06658327	12.9153562	12.87265422	12.40173082	13.30852417	13.08623474	12.74833627	12.82695796	13.04620768	12.79235543	12.88080003	12.86401029
LIPIDS METABOLISM	FATTY ACID METABOLISM	Arachidonate degradation	58.18075009	55.46122601	55.01476312	57.92215388	58.18783125	55.44128415	51.90580047	60.93440258	62.28564893	57.64809489	55.39481468	61.68069459	61.66985329	61.53197749	62.60368177	53.8568639	58.05228608	54.03326998	57.69129783	51.03487159	63.2470474	61.95215189	59.88752065	57.2772311	55.178703	59.68154601	58.87212614	58.73366266	61.28993374	59.6705582	57.72318481	50.20851128	50.1823047	60.33453981	60.49596596	58.50884148	57.86107389	59.54994295	59.69496954	59.20117148	53.5841948	58.83846393	57.8956483	55.58451023	55.85156413	60.34481846	53.47905098	23.72620921	54.51720365	57.70752472	53.11134409	58.55283615	61.28241061	53.27216408	55.87205074	60.08399369	49.10448148	57.62077874	56.57880016
LIPIDS METABOLISM	FATTY ACID METABOLISM	Synthesis of malonyl-coa	12.38204735	10.81096634	12.4454957	9.526400738	10.64302162	9.190091427	9.685626038	12.01992659	14.01970867	11.68235333	11.37813702	13.1507441	13.14120386	13.4419247	12.80027264	12.85813327	8.592799468	10.20402046	12.3265583	11.35378401	14.39033999	13.32861642	12.01447518	10.82153744	7.869210663	12.78795788	13.27766536	13.18703034	11.36309657	12.82819174	10.11085973	11.78631319	11.62648038	13.56999451	11.41392704	9.936927127	11.00873263	12.96782829	11.11838203	11.98742754	8.60495413	12.77322783	12.18414934	9.030992061	9.036595689	13.57126887	7.33570552	9.375954193	12.47381859	13.24889385	6.986487726	11.47530578	13.46782657	12.61920647	5.834444183	12.85960848	10.10117075	12.61872186	11.6049251
LIPIDS METABOLISM	FATTY ACID METABOLISM	Synthesis of palmitoyl-CoA	1.617865771	1.382138442	1.647920928	1.190800092	1.330377703	1.148761428	1.210703255	1.610745463	1.826468147	1.4968853	1.422267128	1.714772508	1.747683357	1.758880279	1.679879264	1.685440758	1.074099933	1.275502558	1.630612637	1.510068737	1.883157392	1.745521828	1.52200848	1.352692179	0.983651333	1.659191167	1.751620721	1.726249259	1.527145793	1.685898568	1.263857466	1.570147038	1.533058083	1.755941696	1.524753965	1.242115891	1.484645823	1.701842049	1.389797754	1.498428443	1.075619266	1.678227423	1.607737462	1.128874008	1.129574461	1.742056001	0.91696319	1.172408144	1.635608619	1.697752551	0.873310966	1.560365996	1.742999023	1.610420849	0.729305523	1.662672023	1.262646344	1.59376471	1.45487741
LIPIDS METABOLISM	BILE ACID SYNTHESIS	Taurochenodeoxycholate synthesis	1.827584131	0.623467672	1.289204627	2.330645362	2.182820314	1.085642401	1.794411507	1.877994998	2.775334233	1.67612878	0.461953872	2.007891279	2.437031179	1.75770286	2.006547528	1.816159139	0.905618612	1.514760026	1.698014723	1.955200593	2.822252591	2.03126602	1.237108631	1.3734688	2.248335689	2.737975467	0.326002942	1.812656269	2.274805616	2.27276357	1.139156225	2.00652059	1.280498218	1.735564639	1.705583554	1.996223334	1.11142802	1.967681316	1.822036107	1.606421564	1.405998557	1.636985426	1.103872658	1.804901986	1.684278314	2.456618137	2.187484591	1.289945917	1.58443098	0.917051893	1.499719754	1.466531589	3.426002942	2.662909825	1.350507441	1.350864876	2.648465796	1.58816437	1.551981516
LIPIDS METABOLISM	BILE ACID SYNTHESIS	Glycochenodeoxycholate synthesis	1.827584131	0.623467672	1.289204627	2.330645362	2.182820314	1.085642401	1.794411507	1.877994998	2.775334233	1.67612878	0.461953872	2.007891279	2.437031179	1.75770286	2.006547528	1.816159139	0.905618612	1.514760026	1.698014723	1.955200593	2.822252591	2.03126602	1.237108631	1.3734688	2.248335689	2.737975467	0.326002942	1.812656269	2.274805616	2.27276357	1.139156225	2.00652059	1.280498218	1.735564639	1.705583554	1.996223334	1.11142802	1.967681316	1.822036107	1.606421564	1.405998557	1.636985426	1.103872658	1.804901986	1.684278314	2.456618137	2.187484591	1.289945917	1.58443098	0.917051893	1.499719754	1.466531589	3.426002942	2.662909825	1.350507441	1.350864876	2.648465796	1.58816437	1.551981516
LIPIDS METABOLISM	BILE ACID SYNTHESIS	tauro-cholate synthesis	1.827584131	0.623467672	1.289204627	2.330645362	2.182820314	1.085642401	1.794411507	1.877994998	2.775334233	1.67612878	0.461953872	2.007891279	2.437031179	1.75770286	2.006547528	1.816159139	0.905618612	1.514760026	1.698014723	1.955200593	2.822252591	2.03126602	1.237108631	1.3734688	2.248335689	2.737975467	0.326002942	1.812656269	2.274805616	2.27276357	1.139156225	2.00652059	1.280498218	1.735564639	1.705583554	1.996223334	1.11142802	1.967681316	1.822036107	1.606421564	1.405998557	1.636985426	1.103872658	1.804901986	1.684278314	2.456618137	2.187484591	1.289945917	1.58443098	0.917051893	1.499719754	1.466531589	3.426002942	2.662909825	1.350507441	1.350864876	2.648465796	1.58816437	1.551981516
LIPIDS METABOLISM	BILE ACID SYNTHESIS	glyco-cholate synthesis	1.827584131	0.623467672	1.289204627	2.330645362	2.182820314	1.085642401	1.794411507	1.877994998	2.775334233	1.67612878	0.461953872	2.007891279	2.437031179	1.75770286	2.006547528	1.816159139	0.905618612	1.514760026	1.698014723	1.955200593	2.822252591	2.03126602	1.237108631	1.3734688	2.248335689	2.737975467	0.326002942	1.812656269	2.274805616	2.27276357	1.139156225	2.00652059	1.280498218	1.735564639	1.705583554	1.996223334	1.11142802	1.967681316	1.822036107	1.606421564	1.405998557	1.636985426	1.103872658	1.804901986	1.684278314	2.456618137	2.187484591	1.289945917	1.58443098	0.917051893	1.499719754	1.466531589	3.426002942	2.662909825	1.350507441	1.350864876	2.648465796	1.58816437	1.551981516
